Periodo,Entidad_Federativa,Sexo,Grupo_edad,Condicion_informalidad,Numero_personas
20210301,Nuevo León,Hombre,NO ESPECIFICADO,Informal,1401
20210601,Nuevo León,Hombre,NO ESPECIFICADO,Informal,1827
20200301,Nuevo León,Mujer,15 A 24 AÑOS,Formal,92247
20210301,Nuevo León,Mujer,15 A 24 AÑOS,Formal,85346
20210601,Nuevo León,Mujer,15 A 24 AÑOS,Formal,95074
20200301,Nuevo León,Mujer,15 A 24 AÑOS,Informal,68353
20210301,Nuevo León,Mujer,15 A 24 AÑOS,Informal,57159
20210601,Nuevo León,Mujer,15 A 24 AÑOS,Informal,73503
20200301,Nuevo León,Mujer,25 A 44 AÑOS,Formal,295907
20210301,Nuevo León,Mujer,25 A 44 AÑOS,Formal,316177
20210601,Nuevo León,Mujer,25 A 44 AÑOS,Formal,323377
20200301,Nuevo León,Mujer,25 A 44 AÑOS,Informal,174449
20210301,Nuevo León,Mujer,25 A 44 AÑOS,Informal,158608
20210601,Nuevo León,Mujer,25 A 44 AÑOS,Informal,176129
20200301,Nuevo León,Mujer,45 A 64 AÑOS,Formal,181257
20210301,Nuevo León,Mujer,45 A 64 AÑOS,Formal,202399
20210601,Nuevo León,Mujer,45 A 64 AÑOS,Formal,199293
20200301,Nuevo León,Mujer,45 A 64 AÑOS,Informal,152431
20210301,Nuevo León,Mujer,45 A 64 AÑOS,Informal,124248
20210601,Nuevo León,Mujer,45 A 64 AÑOS,Informal,150304
20200301,Nuevo León,Mujer,65 AÑOS Y MAS,Formal,10287
20210301,Nuevo León,Mujer,65 AÑOS Y MAS,Formal,10561
20210601,Nuevo León,Mujer,65 AÑOS Y MAS,Formal,6529
20200301,Nuevo León,Mujer,65 AÑOS Y MAS,Informal,32994
20210301,Nuevo León,Mujer,65 AÑOS Y MAS,Informal,20751
20210601,Nuevo León,Mujer,65 AÑOS Y MAS,Informal,23884
20210301,Nuevo León,Mujer,NO ESPECIFICADO,Formal,619
20210601,Nuevo León,Mujer,NO ESPECIFICADO,Formal,1836
20210301,Nuevo León,Mujer,NO ESPECIFICADO,Informal,2008
20210601,Nuevo León,Mujer,NO ESPECIFICADO,Informal,1081
20200301,Oaxaca,Hombre,15 A 24 AÑOS,Formal,21889
20210301,Oaxaca,Hombre,15 A 24 AÑOS,Formal,13091
20210601,Oaxaca,Hombre,15 A 24 AÑOS,Formal,10026
20200301,Oaxaca,Hombre,15 A 24 AÑOS,Informal,161551
20210301,Oaxaca,Hombre,15 A 24 AÑOS,Informal,172629
20210601,Oaxaca,Hombre,15 A 24 AÑOS,Informal,157244
20200301,Oaxaca,Hombre,25 A 44 AÑOS,Formal,115415
20210301,Oaxaca,Hombre,25 A 44 AÑOS,Formal,112203
20210601,Oaxaca,Hombre,25 A 44 AÑOS,Formal,109335
20200301,Oaxaca,Hombre,25 A 44 AÑOS,Informal,323475
20210301,Oaxaca,Hombre,25 A 44 AÑOS,Informal,325272
20210601,Oaxaca,Hombre,25 A 44 AÑOS,Informal,328308
20200301,Oaxaca,Hombre,45 A 64 AÑOS,Formal,70774
20210301,Oaxaca,Hombre,45 A 64 AÑOS,Formal,77945
20210601,Oaxaca,Hombre,45 A 64 AÑOS,Formal,75191
20200301,Oaxaca,Hombre,45 A 64 AÑOS,Informal,224144
20210301,Oaxaca,Hombre,45 A 64 AÑOS,Informal,255481
20210601,Oaxaca,Hombre,45 A 64 AÑOS,Informal,267394
20200301,Oaxaca,Hombre,65 AÑOS Y MAS,Formal,12229
20210301,Oaxaca,Hombre,65 AÑOS Y MAS,Formal,12502
20210601,Oaxaca,Hombre,65 AÑOS Y MAS,Formal,11370
20200301,Oaxaca,Hombre,65 AÑOS Y MAS,Informal,70710
20210301,Oaxaca,Hombre,65 AÑOS Y MAS,Informal,74233
20210601,Oaxaca,Hombre,65 AÑOS Y MAS,Informal,96082
20200301,Oaxaca,Hombre,NO ESPECIFICADO,Formal,482
20210301,Oaxaca,Hombre,NO ESPECIFICADO,Formal,69
20210601,Oaxaca,Hombre,NO ESPECIFICADO,Formal,769
20210301,Oaxaca,Hombre,NO ESPECIFICADO,Informal,1057
20210601,Oaxaca,Hombre,NO ESPECIFICADO,Informal,767
20200301,Oaxaca,Mujer,15 A 24 AÑOS,Formal,9039
20210301,Oaxaca,Mujer,15 A 24 AÑOS,Formal,7474
20210601,Oaxaca,Mujer,15 A 24 AÑOS,Formal,5904
20200301,Oaxaca,Mujer,15 A 24 AÑOS,Informal,105731
20210301,Oaxaca,Mujer,15 A 24 AÑOS,Informal,111081
20210601,Oaxaca,Mujer,15 A 24 AÑOS,Informal,100563
20200301,Oaxaca,Mujer,25 A 44 AÑOS,Formal,92189
20210301,Oaxaca,Mujer,25 A 44 AÑOS,Formal,78799
20210601,Oaxaca,Mujer,25 A 44 AÑOS,Formal,75681
20200301,Oaxaca,Mujer,25 A 44 AÑOS,Informal,278458
20210301,Oaxaca,Mujer,25 A 44 AÑOS,Informal,273640
20210601,Oaxaca,Mujer,25 A 44 AÑOS,Informal,264746
20200301,Oaxaca,Mujer,45 A 64 AÑOS,Formal,44882
20210301,Oaxaca,Mujer,45 A 64 AÑOS,Formal,62377
20210601,Oaxaca,Mujer,45 A 64 AÑOS,Formal,56122
20200301,Oaxaca,Mujer,45 A 64 AÑOS,Informal,184435
20210301,Oaxaca,Mujer,45 A 64 AÑOS,Informal,190126
20210601,Oaxaca,Mujer,45 A 64 AÑOS,Informal,193437
20200301,Oaxaca,Mujer,65 AÑOS Y MAS,Formal,4173
20210301,Oaxaca,Mujer,65 AÑOS Y MAS,Formal,4873
20210601,Oaxaca,Mujer,65 AÑOS Y MAS,Formal,5979
20200301,Oaxaca,Mujer,65 AÑOS Y MAS,Informal,49111
20210301,Oaxaca,Mujer,65 AÑOS Y MAS,Informal,50603
20210601,Oaxaca,Mujer,65 AÑOS Y MAS,Informal,55494
20200301,Oaxaca,Mujer,NO ESPECIFICADO,Formal,424
20200301,Oaxaca,Mujer,NO ESPECIFICADO,Informal,562
20210301,Oaxaca,Mujer,NO ESPECIFICADO,Informal,69
20210601,Oaxaca,Mujer,NO ESPECIFICADO,Informal,144
20200301,Puebla,Hombre,15 A 24 AÑOS,Formal,46026
20210301,Puebla,Hombre,15 A 24 AÑOS,Formal,42075
20210601,Puebla,Hombre,15 A 24 AÑOS,Formal,48468
20200301,Puebla,Hombre,15 A 24 AÑOS,Informal,292168
20210301,Puebla,Hombre,15 A 24 AÑOS,Informal,296737
20210601,Puebla,Hombre,15 A 24 AÑOS,Informal,286285
20200301,Puebla,Hombre,25 A 44 AÑOS,Formal,268456
20210301,Puebla,Hombre,25 A 44 AÑOS,Formal,243191
20210601,Puebla,Hombre,25 A 44 AÑOS,Formal,241497
20200301,Puebla,Hombre,25 A 44 AÑOS,Informal,501448
20210301,Puebla,Hombre,25 A 44 AÑOS,Informal,501585
20210601,Puebla,Hombre,25 A 44 AÑOS,Informal,501790
20200301,Puebla,Hombre,45 A 64 AÑOS,Formal,173463
20210301,Puebla,Hombre,45 A 64 AÑOS,Formal,169507
20210601,Puebla,Hombre,45 A 64 AÑOS,Formal,176951
20200301,Puebla,Hombre,45 A 64 AÑOS,Informal,338746
20210301,Puebla,Hombre,45 A 64 AÑOS,Informal,381207
20210601,Puebla,Hombre,45 A 64 AÑOS,Informal,354053
20200301,Puebla,Hombre,65 AÑOS Y MAS,Formal,26447
20210301,Puebla,Hombre,65 AÑOS Y MAS,Formal,20023
20210601,Puebla,Hombre,65 AÑOS Y MAS,Formal,18172
20200301,Puebla,Hombre,65 AÑOS Y MAS,Informal,92195
20210301,Puebla,Hombre,65 AÑOS Y MAS,Informal,87611
20210601,Puebla,Hombre,65 AÑOS Y MAS,Informal,103382
20200301,Puebla,Mujer,15 A 24 AÑOS,Formal,20355
20210301,Puebla,Mujer,15 A 24 AÑOS,Formal,22075
20210601,Puebla,Mujer,15 A 24 AÑOS,Formal,28750
20200301,Puebla,Mujer,15 A 24 AÑOS,Informal,146522
20210301,Puebla,Mujer,15 A 24 AÑOS,Informal,141846
20210601,Puebla,Mujer,15 A 24 AÑOS,Informal,155975
20200301,Puebla,Mujer,25 A 44 AÑOS,Formal,186924
20210301,Puebla,Mujer,25 A 44 AÑOS,Formal,171496
20210601,Puebla,Mujer,25 A 44 AÑOS,Formal,179111
20200301,Puebla,Mujer,25 A 44 AÑOS,Informal,380278
20210301,Puebla,Mujer,25 A 44 AÑOS,Informal,351252
20210601,Puebla,Mujer,25 A 44 AÑOS,Informal,384114
20200301,Puebla,Mujer,45 A 64 AÑOS,Formal,107055
20210301,Puebla,Mujer,45 A 64 AÑOS,Formal,87105
20210601,Puebla,Mujer,45 A 64 AÑOS,Formal,100630
20200301,Puebla,Mujer,45 A 64 AÑOS,Informal,253023
20210301,Puebla,Mujer,45 A 64 AÑOS,Informal,219465
20210601,Puebla,Mujer,45 A 64 AÑOS,Informal,269136
20200301,Puebla,Mujer,65 AÑOS Y MAS,Formal,9632
20210301,Puebla,Mujer,65 AÑOS Y MAS,Formal,8058
20210601,Puebla,Mujer,65 AÑOS Y MAS,Formal,7926
20200301,Puebla,Mujer,65 AÑOS Y MAS,Informal,54145
20210301,Puebla,Mujer,65 AÑOS Y MAS,Informal,34565
20210601,Puebla,Mujer,65 AÑOS Y MAS,Informal,47860
20210601,Puebla,Mujer,NO ESPECIFICADO,Informal,195
20200301,Queretaro,Hombre,15 A 24 AÑOS,Formal,46271
20210301,Queretaro,Hombre,15 A 24 AÑOS,Formal,41457
20210601,Queretaro,Hombre,15 A 24 AÑOS,Formal,44884
20200301,Queretaro,Hombre,15 A 24 AÑOS,Informal,54060
20210301,Queretaro,Hombre,15 A 24 AÑOS,Informal,59566
20210601,Queretaro,Hombre,15 A 24 AÑOS,Informal,50875
20200301,Queretaro,Hombre,25 A 44 AÑOS,Formal,190768
20210301,Queretaro,Hombre,25 A 44 AÑOS,Formal,180055
20210601,Queretaro,Hombre,25 A 44 AÑOS,Formal,182258
20200301,Queretaro,Hombre,25 A 44 AÑOS,Informal,108275
20210301,Queretaro,Hombre,25 A 44 AÑOS,Informal,107096
20210601,Queretaro,Hombre,25 A 44 AÑOS,Informal,109321
20200301,Queretaro,Hombre,45 A 64 AÑOS,Formal,115998
20210301,Queretaro,Hombre,45 A 64 AÑOS,Formal,118649
20210601,Queretaro,Hombre,45 A 64 AÑOS,Formal,117435
20200301,Queretaro,Hombre,45 A 64 AÑOS,Informal,68495
20210301,Queretaro,Hombre,45 A 64 AÑOS,Informal,79766
20210601,Queretaro,Hombre,45 A 64 AÑOS,Informal,75910
20200301,Queretaro,Hombre,65 AÑOS Y MAS,Formal,9269
20210301,Queretaro,Hombre,65 AÑOS Y MAS,Formal,7457
20210601,Queretaro,Hombre,65 AÑOS Y MAS,Formal,7145
20200301,Queretaro,Hombre,65 AÑOS Y MAS,Informal,14093
20210301,Queretaro,Hombre,65 AÑOS Y MAS,Informal,10886
20210601,Queretaro,Hombre,65 AÑOS Y MAS,Informal,11590
20200301,Queretaro,Hombre,NO ESPECIFICADO,Formal,446
20210301,Queretaro,Hombre,NO ESPECIFICADO,Formal,174
20210601,Queretaro,Hombre,NO ESPECIFICADO,Formal,144
20200301,Queretaro,Hombre,NO ESPECIFICADO,Informal,437
20210301,Queretaro,Hombre,NO ESPECIFICADO,Informal,379
20210601,Queretaro,Hombre,NO ESPECIFICADO,Informal,372
20200301,Queretaro,Mujer,15 A 24 AÑOS,Formal,29701
20210301,Queretaro,Mujer,15 A 24 AÑOS,Formal,30764
20210601,Queretaro,Mujer,15 A 24 AÑOS,Formal,34706
20200301,Queretaro,Mujer,15 A 24 AÑOS,Informal,35531
20210301,Queretaro,Mujer,15 A 24 AÑOS,Informal,28902
20210601,Queretaro,Mujer,15 A 24 AÑOS,Informal,30499
20200301,Queretaro,Mujer,25 A 44 AÑOS,Formal,121021
20210301,Queretaro,Mujer,25 A 44 AÑOS,Formal,112607
20210601,Queretaro,Mujer,25 A 44 AÑOS,Formal,118012
20200301,Queretaro,Mujer,25 A 44 AÑOS,Informal,70785
20210301,Queretaro,Mujer,25 A 44 AÑOS,Informal,64976
20210601,Queretaro,Mujer,25 A 44 AÑOS,Informal,77816
20200301,Queretaro,Mujer,45 A 64 AÑOS,Formal,66491
20210301,Queretaro,Mujer,45 A 64 AÑOS,Formal,58823
20210601,Queretaro,Mujer,45 A 64 AÑOS,Formal,62231
20200301,Queretaro,Mujer,45 A 64 AÑOS,Informal,54070
20210301,Queretaro,Mujer,45 A 64 AÑOS,Informal,48616
20210601,Queretaro,Mujer,45 A 64 AÑOS,Informal,55715
20200301,Queretaro,Mujer,65 AÑOS Y MAS,Formal,4076
20210301,Queretaro,Mujer,65 AÑOS Y MAS,Formal,3722
20210601,Queretaro,Mujer,65 AÑOS Y MAS,Formal,3893
20200301,Queretaro,Mujer,65 AÑOS Y MAS,Informal,7138
20210301,Queretaro,Mujer,65 AÑOS Y MAS,Informal,6247
20210601,Queretaro,Mujer,65 AÑOS Y MAS,Informal,9135
20200301,Queretaro,Mujer,NO ESPECIFICADO,Formal,1056
20210301,Queretaro,Mujer,NO ESPECIFICADO,Formal,198
20210601,Queretaro,Mujer,NO ESPECIFICADO,Formal,293
20200301,Queretaro,Mujer,NO ESPECIFICADO,Informal,284
20200301,Quintana Roo,Hombre,15 A 24 AÑOS,Formal,36993
20210301,Quintana Roo,Hombre,15 A 24 AÑOS,Formal,39419
20210601,Quintana Roo,Hombre,15 A 24 AÑOS,Formal,37157
20200301,Quintana Roo,Hombre,15 A 24 AÑOS,Informal,52578
20210301,Quintana Roo,Hombre,15 A 24 AÑOS,Informal,51134
20210601,Quintana Roo,Hombre,15 A 24 AÑOS,Informal,56730
20200301,Quintana Roo,Hombre,25 A 44 AÑOS,Formal,157441
20210301,Quintana Roo,Hombre,25 A 44 AÑOS,Formal,139060
20210601,Quintana Roo,Hombre,25 A 44 AÑOS,Formal,146309
20200301,Quintana Roo,Hombre,25 A 44 AÑOS,Informal,104577
20210301,Quintana Roo,Hombre,25 A 44 AÑOS,Informal,114758
20210601,Quintana Roo,Hombre,25 A 44 AÑOS,Informal,113878
20200301,Quintana Roo,Hombre,45 A 64 AÑOS,Formal,97158
20210301,Quintana Roo,Hombre,45 A 64 AÑOS,Formal,87691
20210601,Quintana Roo,Hombre,45 A 64 AÑOS,Formal,90072
20200301,Quintana Roo,Hombre,45 A 64 AÑOS,Informal,78206
20210301,Quintana Roo,Hombre,45 A 64 AÑOS,Informal,73314
20210601,Quintana Roo,Hombre,45 A 64 AÑOS,Informal,79902
20200301,Quintana Roo,Hombre,65 AÑOS Y MAS,Formal,5572
20210301,Quintana Roo,Hombre,65 AÑOS Y MAS,Formal,4728
20210601,Quintana Roo,Hombre,65 AÑOS Y MAS,Formal,5117
20200301,Quintana Roo,Hombre,65 AÑOS Y MAS,Informal,14933
20210301,Quintana Roo,Hombre,65 AÑOS Y MAS,Informal,15814
20210601,Quintana Roo,Hombre,65 AÑOS Y MAS,Informal,15826
20200301,Quintana Roo,Hombre,NO ESPECIFICADO,Formal,3691
20210301,Quintana Roo,Hombre,NO ESPECIFICADO,Formal,1744
20210601,Quintana Roo,Hombre,NO ESPECIFICADO,Formal,2574
20200301,Quintana Roo,Hombre,NO ESPECIFICADO,Informal,273
20210301,Quintana Roo,Hombre,NO ESPECIFICADO,Informal,1636
20210601,Quintana Roo,Hombre,NO ESPECIFICADO,Informal,1162
20200301,Quintana Roo,Mujer,15 A 24 AÑOS,Formal,25713
20210301,Quintana Roo,Mujer,15 A 24 AÑOS,Formal,20602
20210601,Quintana Roo,Mujer,15 A 24 AÑOS,Formal,22248
20200301,Quintana Roo,Mujer,15 A 24 AÑOS,Informal,29219
20210301,Quintana Roo,Mujer,15 A 24 AÑOS,Informal,29844
20210601,Quintana Roo,Mujer,15 A 24 AÑOS,Informal,25532
20200301,Quintana Roo,Mujer,25 A 44 AÑOS,Formal,106591
20210301,Quintana Roo,Mujer,25 A 44 AÑOS,Formal,87662
20210601,Quintana Roo,Mujer,25 A 44 AÑOS,Formal,85461
20200301,Quintana Roo,Mujer,25 A 44 AÑOS,Informal,78163
20210301,Quintana Roo,Mujer,25 A 44 AÑOS,Informal,76349
20210601,Quintana Roo,Mujer,25 A 44 AÑOS,Informal,74311
20200301,Quintana Roo,Mujer,45 A 64 AÑOS,Formal,47256
20210301,Quintana Roo,Mujer,45 A 64 AÑOS,Formal,45622
20210601,Quintana Roo,Mujer,45 A 64 AÑOS,Formal,43688
20200301,Quintana Roo,Mujer,45 A 64 AÑOS,Informal,49682
20210301,Quintana Roo,Mujer,45 A 64 AÑOS,Informal,45263
20210601,Quintana Roo,Mujer,45 A 64 AÑOS,Informal,53251
20200301,Quintana Roo,Mujer,65 AÑOS Y MAS,Formal,2197
20210301,Quintana Roo,Mujer,65 AÑOS Y MAS,Formal,2183
20210601,Quintana Roo,Mujer,65 AÑOS Y MAS,Formal,2378
20200301,Quintana Roo,Mujer,65 AÑOS Y MAS,Informal,3609
20210301,Quintana Roo,Mujer,65 AÑOS Y MAS,Informal,5923
20210601,Quintana Roo,Mujer,65 AÑOS Y MAS,Informal,7404
20200301,Quintana Roo,Mujer,NO ESPECIFICADO,Formal,1058
20210301,Quintana Roo,Mujer,NO ESPECIFICADO,Formal,538
20210601,Quintana Roo,Mujer,NO ESPECIFICADO,Formal,247
20200301,Quintana Roo,Mujer,NO ESPECIFICADO,Informal,548
20210301,Quintana Roo,Mujer,NO ESPECIFICADO,Informal,338
20210601,Quintana Roo,Mujer,NO ESPECIFICADO,Informal,242
20200301,San Luis Potosí,Hombre,15 A 24 AÑOS,Formal,48628
20210301,San Luis Potosí,Hombre,15 A 24 AÑOS,Formal,43564
20210601,San Luis Potosí,Hombre,15 A 24 AÑOS,Formal,40201
20200301,San Luis Potosí,Hombre,15 A 24 AÑOS,Informal,92222
20210301,San Luis Potosí,Hombre,15 A 24 AÑOS,Informal,88244
20210601,San Luis Potosí,Hombre,15 A 24 AÑOS,Informal,107048
20200301,San Luis Potosí,Hombre,25 A 44 AÑOS,Formal,163676
20210301,San Luis Potosí,Hombre,25 A 44 AÑOS,Formal,162527
20210601,San Luis Potosí,Hombre,25 A 44 AÑOS,Formal,147920
20200301,San Luis Potosí,Hombre,25 A 44 AÑOS,Informal,150359
20210301,San Luis Potosí,Hombre,25 A 44 AÑOS,Informal,136906
20210601,San Luis Potosí,Hombre,25 A 44 AÑOS,Informal,160242
20200301,San Luis Potosí,Hombre,45 A 64 AÑOS,Formal,115565
20210301,San Luis Potosí,Hombre,45 A 64 AÑOS,Formal,122718
20210601,San Luis Potosí,Hombre,45 A 64 AÑOS,Formal,114268
20200301,San Luis Potosí,Hombre,45 A 64 AÑOS,Informal,120255
20210301,San Luis Potosí,Hombre,45 A 64 AÑOS,Informal,113332
20210601,San Luis Potosí,Hombre,45 A 64 AÑOS,Informal,130174
20200301,San Luis Potosí,Hombre,65 AÑOS Y MAS,Formal,13746
20210301,San Luis Potosí,Hombre,65 AÑOS Y MAS,Formal,14194
20210601,San Luis Potosí,Hombre,65 AÑOS Y MAS,Formal,11837
20200301,San Luis Potosí,Hombre,65 AÑOS Y MAS,Informal,48149
20210301,San Luis Potosí,Hombre,65 AÑOS Y MAS,Informal,37870
20210601,San Luis Potosí,Hombre,65 AÑOS Y MAS,Informal,42916
20200301,San Luis Potosí,Hombre,NO ESPECIFICADO,Formal,752
20210301,San Luis Potosí,Hombre,NO ESPECIFICADO,Formal,463
20210601,San Luis Potosí,Hombre,NO ESPECIFICADO,Formal,767
20200301,San Luis Potosí,Hombre,NO ESPECIFICADO,Informal,907
20210301,San Luis Potosí,Hombre,NO ESPECIFICADO,Informal,1271
20210601,San Luis Potosí,Hombre,NO ESPECIFICADO,Informal,1784
20200301,San Luis Potosí,Mujer,15 A 24 AÑOS,Formal,28441
20210301,San Luis Potosí,Mujer,15 A 24 AÑOS,Formal,33682
20210601,San Luis Potosí,Mujer,15 A 24 AÑOS,Formal,21844
20200301,San Luis Potosí,Mujer,15 A 24 AÑOS,Informal,56015
20210301,San Luis Potosí,Mujer,15 A 24 AÑOS,Informal,51852
20210601,San Luis Potosí,Mujer,15 A 24 AÑOS,Informal,63663
20200301,San Luis Potosí,Mujer,25 A 44 AÑOS,Formal,119631
20210301,San Luis Potosí,Mujer,25 A 44 AÑOS,Formal,130440
20210601,San Luis Potosí,Mujer,25 A 44 AÑOS,Formal,117311
20200301,San Luis Potosí,Mujer,25 A 44 AÑOS,Informal,92236
20210301,San Luis Potosí,Mujer,25 A 44 AÑOS,Informal,106046
20210601,San Luis Potosí,Mujer,25 A 44 AÑOS,Informal,112308
20200301,San Luis Potosí,Mujer,45 A 64 AÑOS,Formal,62915
20210301,San Luis Potosí,Mujer,45 A 64 AÑOS,Formal,70551
20210601,San Luis Potosí,Mujer,45 A 64 AÑOS,Formal,59655
20200301,San Luis Potosí,Mujer,45 A 64 AÑOS,Informal,84483
20210301,San Luis Potosí,Mujer,45 A 64 AÑOS,Informal,67810
20210601,San Luis Potosí,Mujer,45 A 64 AÑOS,Informal,89306
20200301,San Luis Potosí,Mujer,65 AÑOS Y MAS,Formal,2771
20210301,San Luis Potosí,Mujer,65 AÑOS Y MAS,Formal,2961
20210601,San Luis Potosí,Mujer,65 AÑOS Y MAS,Formal,4694
20200301,San Luis Potosí,Mujer,65 AÑOS Y MAS,Informal,20151
20210301,San Luis Potosí,Mujer,65 AÑOS Y MAS,Informal,10457
20210601,San Luis Potosí,Mujer,65 AÑOS Y MAS,Informal,18038
20200301,San Luis Potosí,Mujer,NO ESPECIFICADO,Formal,1262
20210301,San Luis Potosí,Mujer,NO ESPECIFICADO,Formal,449
20210601,San Luis Potosí,Mujer,NO ESPECIFICADO,Formal,338
20200301,San Luis Potosí,Mujer,NO ESPECIFICADO,Informal,666
20210301,San Luis Potosí,Mujer,NO ESPECIFICADO,Informal,408
20210601,San Luis Potosí,Mujer,NO ESPECIFICADO,Informal,615
20200301,Sinaloa,Hombre,15 A 24 AÑOS,Formal,52158
20210301,Sinaloa,Hombre,15 A 24 AÑOS,Formal,50722
20210601,Sinaloa,Hombre,15 A 24 AÑOS,Formal,61430
20200301,Sinaloa,Hombre,15 A 24 AÑOS,Informal,79366
20210301,Sinaloa,Hombre,15 A 24 AÑOS,Informal,89544
20210601,Sinaloa,Hombre,15 A 24 AÑOS,Informal,77923
20200301,Sinaloa,Hombre,25 A 44 AÑOS,Formal,198640
20210301,Sinaloa,Hombre,25 A 44 AÑOS,Formal,204926
20210601,Sinaloa,Hombre,25 A 44 AÑOS,Formal,206181
20200301,Sinaloa,Hombre,25 A 44 AÑOS,Informal,167991
20210301,Sinaloa,Hombre,25 A 44 AÑOS,Informal,173989
20210601,Sinaloa,Hombre,25 A 44 AÑOS,Informal,167917
20200301,Sinaloa,Hombre,45 A 64 AÑOS,Formal,136644
20210301,Sinaloa,Hombre,45 A 64 AÑOS,Formal,136052
20210601,Sinaloa,Hombre,45 A 64 AÑOS,Formal,148426
20200301,Sinaloa,Hombre,45 A 64 AÑOS,Informal,139296
20210301,Sinaloa,Hombre,45 A 64 AÑOS,Informal,109396
20210601,Sinaloa,Hombre,45 A 64 AÑOS,Informal,112176
20200301,Sinaloa,Hombre,65 AÑOS Y MAS,Formal,11900
20210301,Sinaloa,Hombre,65 AÑOS Y MAS,Formal,17818
20210601,Sinaloa,Hombre,65 AÑOS Y MAS,Formal,18079
20200301,Sinaloa,Hombre,65 AÑOS Y MAS,Informal,34440
20210301,Sinaloa,Hombre,65 AÑOS Y MAS,Informal,34021
20210601,Sinaloa,Hombre,65 AÑOS Y MAS,Informal,31505
20200301,Sinaloa,Hombre,NO ESPECIFICADO,Informal,961
20200301,Sinaloa,Mujer,15 A 24 AÑOS,Formal,39962
20210301,Sinaloa,Mujer,15 A 24 AÑOS,Formal,28884
20210601,Sinaloa,Mujer,15 A 24 AÑOS,Formal,27160
20200301,Sinaloa,Mujer,15 A 24 AÑOS,Informal,47598
20210301,Sinaloa,Mujer,15 A 24 AÑOS,Informal,41497
20210601,Sinaloa,Mujer,15 A 24 AÑOS,Informal,39602
20200301,Sinaloa,Mujer,25 A 44 AÑOS,Formal,150564
20210301,Sinaloa,Mujer,25 A 44 AÑOS,Formal,154799
20210601,Sinaloa,Mujer,25 A 44 AÑOS,Formal,147510
20200301,Sinaloa,Mujer,25 A 44 AÑOS,Informal,105268
20210301,Sinaloa,Mujer,25 A 44 AÑOS,Informal,101810
20210601,Sinaloa,Mujer,25 A 44 AÑOS,Informal,102632
20200301,Sinaloa,Mujer,45 A 64 AÑOS,Formal,89485
20210301,Sinaloa,Mujer,45 A 64 AÑOS,Formal,92751
20210601,Sinaloa,Mujer,45 A 64 AÑOS,Formal,90809
20200301,Sinaloa,Mujer,45 A 64 AÑOS,Informal,91529
20210301,Sinaloa,Mujer,45 A 64 AÑOS,Informal,69407
20210601,Sinaloa,Mujer,45 A 64 AÑOS,Informal,86825
20200301,Sinaloa,Mujer,65 AÑOS Y MAS,Formal,3728
20210301,Sinaloa,Mujer,65 AÑOS Y MAS,Formal,2115
20210601,Sinaloa,Mujer,65 AÑOS Y MAS,Formal,4149
20200301,Sinaloa,Mujer,65 AÑOS Y MAS,Informal,16633
20210301,Sinaloa,Mujer,65 AÑOS Y MAS,Informal,7540
20210601,Sinaloa,Mujer,65 AÑOS Y MAS,Informal,10627
20200301,Sonora,Hombre,15 A 24 AÑOS,Formal,56466
20210301,Sonora,Hombre,15 A 24 AÑOS,Formal,40858
20210601,Sonora,Hombre,15 A 24 AÑOS,Formal,63016
20200301,Sonora,Hombre,15 A 24 AÑOS,Informal,85439
20210301,Sonora,Hombre,15 A 24 AÑOS,Informal,77748
20210601,Sonora,Hombre,15 A 24 AÑOS,Informal,90755
20200301,Sonora,Hombre,25 A 44 AÑOS,Formal,225615
20210301,Sonora,Hombre,25 A 44 AÑOS,Formal,236433
20210601,Sonora,Hombre,25 A 44 AÑOS,Formal,234530
20200301,Sonora,Hombre,25 A 44 AÑOS,Informal,132086
20210301,Sonora,Hombre,25 A 44 AÑOS,Informal,105799
20210601,Sonora,Hombre,25 A 44 AÑOS,Informal,121772
20200301,Sonora,Hombre,45 A 64 AÑOS,Formal,154673
20210301,Sonora,Hombre,45 A 64 AÑOS,Formal,149620
20210601,Sonora,Hombre,45 A 64 AÑOS,Formal,143475
20200301,Sonora,Hombre,45 A 64 AÑOS,Informal,123009
20210301,Sonora,Hombre,45 A 64 AÑOS,Informal,114127
20210601,Sonora,Hombre,45 A 64 AÑOS,Informal,110622
20200301,Sonora,Hombre,65 AÑOS Y MAS,Formal,12728
20210301,Sonora,Hombre,65 AÑOS Y MAS,Formal,17666
20210601,Sonora,Hombre,65 AÑOS Y MAS,Formal,18395
20200301,Sonora,Hombre,65 AÑOS Y MAS,Informal,27637
20210301,Sonora,Hombre,65 AÑOS Y MAS,Informal,31047
20210601,Sonora,Hombre,65 AÑOS Y MAS,Informal,22280
20200301,Sonora,Hombre,NO ESPECIFICADO,Formal,285
20210301,Sonora,Hombre,NO ESPECIFICADO,Formal,124
20210601,Sonora,Hombre,NO ESPECIFICADO,Formal,1195
20200301,Sonora,Mujer,15 A 24 AÑOS,Formal,46878
20210301,Sonora,Mujer,15 A 24 AÑOS,Formal,41105
20210601,Sonora,Mujer,15 A 24 AÑOS,Formal,43536
20200301,Sonora,Mujer,15 A 24 AÑOS,Informal,39001
20210301,Sonora,Mujer,15 A 24 AÑOS,Informal,39895
20210601,Sonora,Mujer,15 A 24 AÑOS,Informal,48599
20200301,Sonora,Mujer,25 A 44 AÑOS,Formal,166492
20210301,Sonora,Mujer,25 A 44 AÑOS,Formal,167970
